"subject","trial","type","rt","p","r","vDiff_ab","choice_ab","vA","vB","choice_lr","H"
9158535,37,"ApBp",1.884,0.5,0.7,0.75,1,9,8.25,"0",55
9158535,38,"ApBp",1.97,0.5,0.7,0,1,9,9,"0",60
9158535,39,"ApBp",4.412,0.5,0.7,3.75,1,9,5.25,"1",35
9158535,40,"ApBp",3.23,0.5,0.7,-6,1,9,15,"1",100
9158418,1,"AB",3.042,0.5,0.7,1.35,0,30,28.65,"1",85
9158418,2,"AB",5.072,0.5,0.7,4.05,0,30,25.95,"1",55
9158418,3,"AB",4.533,0.5,0.7,8.55,0,30,21.45,"1",5
9158418,4,"AB",4.134,0.5,0.7,0.899999999999999,0,30,29.1,"0",90
9158418,5,"AB",1.257,0.5,0.7,1.8,0,30,28.2,"1",80
9158418,6,"AB",3.837,0.5,0.7,4.95,1,30,25.05,"0",45
9158418,7,"AB",3.46899999999999,0.5,0.7,8.1,1,30,21.9,"0",10
9158418,8,"AB",2.503,0.5,0.7,2.25,0,30,27.75,"0",75
9158418,9,"AB",2.288,0.5,0.7,0.450000000000003,0,30,29.55,"1",95
9158418,10,"AB",4.912,0.5,0.7,3.15,0,30,26.85,"1",65
9158418,11,"AB",2.003,0.5,0.7,6.75,1,30,23.25,"0",25
9158418,12,"AB",3.995,0.5,0.7,3.6,0,30,26.4,"0",60
9158418,13,"AB",2.01400000000001,0.5,0.7,7.65,1,30,22.35,"0",15
9158418,14,"AB",1.95100000000001,0.5,0.7,2.7,0,30,27.3,"0",70
9158418,15,"AB",2.19500000000003,0.5,0.7,5.85,1,30,24.15,"1",35
9158418,16,"AB",6.036,0.5,0.7,4.5,1,30,25.5,"0",50
9158418,17,"AB",1.462,0.5,0.7,5.4,1,30,24.6,"0",40
9158418,18,"AB",1.119,0.5,0.7,6.3,1,30,23.7,"0",30
9158418,19,"AB",1.66,0.5,0.7,7.2,1,30,22.8,"1",20
9158418,20,"AB",2.764,0.5,0.7,0,0,30,30,"0",100
9158418,21,"ApBp",6.515,0.5,0.7,0.450000000000001,0,9,8.55,"1",95
9158418,22,"ApBp",4.15399999999997,0.5,0.7,4.95,1,9,4.05,"0",45
9158418,23,"ApBp",2.275,0.5,0.7,8.1,1,9,0.9,"1",10
9158418,24,"ApBp",5.542,0.5,0.7,4.05,0,9,4.95,"0",55
9158418,25,"ApBp",2.951,0.5,0.7,2.25,0,9,6.75,"0",75
9158418,26,"ApBp",1.57999999999997,0.5,0.7,8.55,1,9,0.45,"0",5
9158418,27,"ApBp",4.809,0.5,0.7,3.6,1,9,5.4,"1",60
9158418,28,"ApBp",2.714,0.5,0.7,1.35,0,9,7.65,"1",85
9158418,29,"ApBp",1.25300000000003,0.5,0.7,6.75,1,9,2.25,"1",25
9158418,30,"ApBp",1.63300000000003,0.5,0.7,1.8,0,9,7.2,"0",80
9158418,31,"ApBp",3.04400000000003,0.5,0.7,7.2,1,9,1.8,"0",20
9158418,32,"ApBp",2.09100000000003,0.5,0.7,7.65,1,9,1.35,"1",15
9158418,33,"ApBp",1.582,0.5,0.7,0.9,0,9,8.1,"1",90
9158418,34,"ApBp",1.361,0.5,0.7,6.3,1,9,2.7,"0",30
9158418,35,"ApBp",1.97700000000003,0.5,0.7,4.5,1,9,4.5,"0",50
9158418,36,"ApBp",1.42,0.5,0.7,2.7,0,9,6.3,"0",70
9158418,37,"ApBp",1.27199999999997,0.5,0.7,5.4,1,9,3.6,"1",40
9158418,38,"ApBp",1.3,0.5,0.7,3.15,0,9,5.85,"0",65
9158418,39,"ApBp",1.642,0.5,0.7,0,0,9,9,"1",100
9158418,40,"ApBp",1.42599999999997,0.5,0.7,5.85,1,9,3.15,"1",35
9158415,1,"AB",3.77179999995232,0.5,0.7,19.25,1,30,10.75,"0",5
9158415,2,"AB",2.85630000001192,0.5,0.7,8.75,0,30,21.25,"0",35
9158415,3,"AB",1.61889999997616,0.5,0.7,-3.5,0,30,33.5,"1",70
9158415,4,"AB",1.02490000003576,0.5,0.7,-5.25,0,30,35.25,"0",75
9158415,5,"AB",1.60430000001192,0.5,0.7,-10.5,0,30,40.5,"0",90
9158415,6,"AB",1.18440000003576,0.5,0.7,-12.25,0,30,42.25,"0",95
9158415,7,"AB",1.27290000003576,0.5,0.7,3.5,0,30,26.5,"0",50
9158415,8,"AB",2.21579999995232,0.5,0.7,17.5,1,30,12.5,"1",10
9158415,9,"AB",1.58130000001192,0.5,0.7,-8.75,0,30,38.75,"1",85
9158415,10,"AB",1.87889999997616,0.5,0.7,14,1,30,16,"0",20
9158415,11,"AB",1.50019999998808,0.5,0.7,12.25,1,30,17.75,"0",25
9158415,12,"AB",1.52979999995232,0.5,0.7,0,0,30,30,"0",60
9158415,13,"AB",1.9275,0.5,0.7,15.75,1,30,14.25,"0",15
9158415,14,"AB",1.38520000004768,0.5,0.7,1.75,0,30,28.25,"0",55
9158415,15,"AB",2.38830000001192,0.5,0.7,10.5,1,30,19.5,"0",30
9158415,16,"AB",1.21169999998808,0.5,0.7,-7,0,30,37,"1",80
9158415,17,"AB",1.14740000003576,0.5,0.7,5.25,0,30,24.75,"0",45
9158415,18,"AB",0.933,0.5,0.7,7,0,30,23,"0",40
9158415,19,"AB",0.879399999976158,0.5,0.7,-14,0,30,44,"0",100
9158415,20,"AB",0.861799999952316,0.5,0.7,-1.75,0,30,31.75,"0",65
9158415,21,"ApBp",2.51410000002384,0.5,0.7,-10.5,0,21,31.5,"1",90
9158415,22,"ApBp",1.2895,0.5,0.7,19.25,1,21,1.75,"0",5
9158415,23,"ApBp",1.12509999996424,0.5,0.7,15.75,1,21,5.25,"1",15
9158415,24,"ApBp",1.547,0.5,0.7,-14,0,21,35,"0",100
9158415,25,"ApBp",1.10979999995232,0.5,0.7,-3.5,0,21,24.5,"1",70
9158415,26,"ApBp",1.1345,0.5,0.7,8.75,0,21,12.25,"0",35
9158415,27,"ApBp",1.02010000002384,0.5,0.7,12.25,1,21,8.75,"1",25
9158415,28,"ApBp",0.985599999964237,0.5,0.7,14,1,21,7,"1",20
9158415,29,"ApBp",0.895200000047684,0.5,0.7,-8.75,0,21,29.75,"1",85
9158415,30,"ApBp",1.35310000002384,0.5,0.7,10.5,0,21,10.5,"0",30
9158415,31,"ApBp",1.28969999998808,0.5,0.7,1.75,0,21,19.25,"0",55
9158415,32,"ApBp",1.009,0.5,0.7,0,0,21,21,"1",60
9158415,33,"ApBp",0.903099999964237,0.5,0.7,5.25,0,21,15.75,"1",45
9158415,34,"ApBp",0.8805,0.5,0.7,-1.75,0,21,22.75,"0",65
9158415,35,"ApBp",0.934399999976158,0.5,0.7,-12.25,0,21,33.25,"0",95
9158415,36,"ApBp",1.3305,0.5,0.7,17.5,1,21,3.5,"1",10
9158415,37,"ApBp",1.09160000002384,0.5,0.7,7,0,21,14,"0",40
9158415,38,"ApBp",0.962300000011921,0.5,0.7,-5.25,0,21,26.25,"1",75
9158415,39,"ApBp",1.02180000001192,0.5,0.7,3.5,0,21,17.5,"1",50
9158415,40,"ApBp",0.849199999988079,0.5,0.7,-7,0,21,28,"1",80
9157213,1,"AB",2.11429999998212,0.5,0.7,0,1,30,30,"0",60
9157213,2,"AB",1.8925,0.5,0.7,7.5,1,30,22.5,"1",10
9157213,3,"AB",1.70619999998808,0.5,0.7,-3.75,1,30,33.75,"1",85
9157213,4,"AB",4.181,0.5,0.7,3.75,1,30,26.25,"1",35
9157213,5,"AB",2.72969999998808,0.5,0.7,-0.75,1,30,30.75,"0",65
9157213,6,"AB",5.57559999999404,0.5,0.7,-5.25,0,30,35.25,"1",95
9157213,7,"AB",2.69430000001192,0.5,0.7,-1.5,1,30,31.5,"1",70
9157213,8,"AB",2.95130000001192,0.5,0.7,3,1,30,27,"1",40
9157213,9,"AB",3.46709999999404,0.5,0.7,1.5,1,30,28.5,"0",50
9157213,10,"AB",2.49630000001192,0.5,0.7,5.25,1,30,24.75,"1",25
9157213,11,"AB",2.558,0.5,0.7,8.25,1,30,21.75,"0",5
9157213,12,"AB",2.10409999999404,0.5,0.7,6,1,30,24,"1",20
9157213,13,"AB",3.41609999999404,0.5,0.7,-2.25,0,30,32.25,"0",75
9157213,14,"AB",3.03120000001788,0.5,0.7,-3,0,30,33,"1",80
9157213,15,"AB",1.9925,0.5,0.7,-4.5,0,30,34.5,"0",90
9157213,16,"AB",2.10070000001788,0.5,0.7,-6,0,30,36,"0",100
9157213,17,"AB",1.82610000002384,0.5,0.7,4.5,0,30,25.5,"1",30
9157213,18,"AB",5.10430000001192,0.5,0.7,2.25,1,30,27.75,"0",45
9157213,19,"AB",1.77990000000596,0.5,0.7,6.75,1,30,23.25,"0",15
9157213,20,"AB",2.47469999998808,0.5,0.7,0.75,1,30,29.25,"0",55
9157213,21,"ApBp",4.35860000002384,0.5,0.7,-4.5,1,9,13.5,"1",90
9157213,22,"ApBp",6.34780000001192,0.5,0.7,0,1,9,9,"0",60
9157213,23,"ApBp",2.01259999999404,0.5,0.7,-5.25,1,9,14.25,"0",95
9157213,24,"ApBp",1.5445,0.5,0.7,4.5,1,9,4.5,"0",30
9157213,25,"ApBp",5.24720000001788,0.5,0.7,-3.75,1,9,12.75,"0",85
9157213,26,"ApBp",2.42389999997616,0.5,0.7,7.5,1,9,1.5,"1",10
9157213,27,"ApBp",1.46509999999404,0.5,0.7,3.75,1,9,5.25,"1",35
9157213,28,"ApBp",1.87490000000596,0.5,0.7,0.75,1,9,8.25,"0",55
9157213,29,"ApBp",1.68140000000596,0.5,0.7,-0.75,1,9,9.75,"0",65
9157213,30,"ApBp",2.8555,0.5,0.7,6,1,9,3,"1",20
9157213,31,"ApBp",1.70459999999404,0.5,0.7,-3,1,9,12,"0",80
9157213,32,"ApBp",1.84859999999404,0.5,0.7,5.25,1,9,3.75,"0",25
9157213,33,"ApBp",2.375,0.5,0.7,-6,1,9,15,"1",100
9157213,34,"ApBp",4.36469999998808,0.5,0.7,6.75,1,9,2.25,"1",15
9157213,35,"ApBp",1.838,0.5,0.7,2.25,1,9,6.75,"0",45
9157213,36,"ApBp",1.73420000001788,0.5,0.7,-2.25,1,9,11.25,"1",75
9157213,37,"ApBp",2.3745,0.5,0.7,3,1,9,6,"1",40
9157213,38,"ApBp",1.16839999997616,0.5,0.7,8.25,1,9,0.75,"0",5
9157213,39,"ApBp",1.04829999998212,0.5,0.7,1.5,1,9,7.5,"0",50
9157213,40,"ApBp",1.28770000001788,0.5,0.7,-1.5,1,9,10.5,"1",70
9157201,1,"AB",5.043,0.5,0.7,7.95,1,30,22.05,"0",5
9157201,3,"AB",8.111,0.5,0.7,-2.55,1,30,32.55,"1",55
9157201,5,"AB",9.798,0.5,0.7,-7.8,0,30,37.8,"0",80
9157201,6,"AB",5.305,0.5,0.7,-12,0,30,42,"0",100
9157201,7,"AB",5.766,0.5,0.7,1.65,0,30,28.35,"0",35
9157201,8,"AB",3.471,0.5,0.7,0.600000000000001,0,30,29.4,"1",40
9157201,9,"AB",3.18700000000001,0.5,0.7,-5.7,0,30,35.7,"0",70
9157201,10,"AB",4.08999999999999,0.5,0.7,2.7,0,30,27.3,"1",30
9157201,11,"AB",3.279,0.5,0.7,6.9,1,30,23.1,"1",10
9157201,12,"AB",2.677,0.5,0.7,-10.95,0,30,40.95,"1",95
9157201,13,"AB",2.083,0.5,0.7,3.75,1,30,26.25,"0",25
9157201,14,"AB",3.192,0.5,0.7,-4.65,0,30,34.65,"1",65
9157201,15,"AB",2.089,0.5,0.7,-9.9,0,30,39.9,"1",90
9157201,16,"AB",1.15200000000003,0.5,0.7,-8.84999999999999,0,30,38.85,"1",85
9157201,17,"AB",2.044,0.5,0.7,5.85,1,30,24.15,"1",15
9157201,18,"AB",1.41500000000003,0.5,0.7,-3.6,0,30,33.6,"1",60
9157201,19,"AB",2.121,0.5,0.7,-0.449999999999999,0,30,30.45,"0",45
9157201,20,"AB",1.74699999999997,0.5,0.7,-1.5,0,30,31.5,"1",50
9157201,22,"ApBp",11.593,0.5,0.7,5.85,1,9,3.15,"0",15
9157201,23,"ApBp",5.75499999999997,0.5,0.7,6.9,1,9,2.1,"1",10
9157201,24,"ApBp",3.822,0.5,0.7,-6.75,0,9,15.75,"0",75
9157201,25,"ApBp",5.23700000000003,0.5,0.7,-7.8,0,9,16.8,"1",80
9157201,26,"ApBp",3.874,0.5,0.7,-5.7,0,9,14.7,"1",70
9157201,27,"ApBp",3.323,0.5,0.7,-2.55,0,9,11.55,"0",55
9157201,28,"ApBp",4.485,0.5,0.7,7.95,1,9,1.05,"0",5
9157201,29,"ApBp",3.846,0.5,0.7,-10.95,0,9,19.95,"1",95
9157201,30,"ApBp",3.50999999999997,0.5,0.7,-0.449999999999999,0,9,9.45,"0",45
9157201,31,"ApBp",2.348,0.5,0.7,-12,0,9,21,"1",100
9157201,32,"ApBp",2.412,0.5,0.7,-9.9,0,9,18.9,"0",90
9157201,33,"ApBp",1.3,0.5,0.7,-4.65,0,9,13.65,"0",65
9157201,34,"ApBp",3.977,0.5,0.7,4.8,1,9,4.2,"0",20
9157201,35,"ApBp",5.29200000000003,0.5,0.7,1.65,1,9,7.35,"0",35
9157201,36,"ApBp",2.012,0.5,0.7,-1.5,0,9,10.5,"0",50
9157201,37,"ApBp",1.746,0.5,0.7,-3.6,0,9,12.6,"1",60
9157201,38,"ApBp",2.172,0.5,0.7,2.7,1,9,6.3,"0",30
9157201,39,"ApBp",2.84400000000006,0.5,0.7,0.6,0,9,8.4,"0",40
9157201,40,"ApBp",4.342,0.5,0.7,3.75,1,9,5.25,"0",25
9157175,1,"AB",6.138,0.5,0.7,2.25,1,30,27.75,"1",75
9157175,2,"AB",5.56099999999999,0.5,0.7,3.6,1,30,26.4,"1",60
9157175,3,"AB",6.158,0.5,0.7,8.55,1,30,21.45,"0",5
9157175,4,"AB",6.205,0.5,0.7,4.95,1,30,25.05,"0",45
9157175,5,"AB",4.60399999999997,0.5,0.7,1.35,0,30,28.65,"1",85
9157175,6,"AB",7.209,0.5,0.7,4.05,1,30,25.95,"0",55
9157175,7,"AB",5.167,0.5,0.7,7.2,1,30,22.8,"1",20
9157175,8,"AB",7.589,0.5,0.7,3.15,1,30,26.85,"0",65
9157175,9,"AB",6.449,0.5,0.7,0.899999999999999,1,30,29.1,"1",90
9157175,10,"AB",4.079,0.5,0.7,5.4,1,30,24.6,"0",40
9157175,11,"AB",5.37200000000003,0.5,0.7,8.1,1,30,21.9,"0",10
9157175,12,"AB",2.761,0.5,0.7,0.450000000000003,0,30,29.55,"1",95
9157175,13,"AB",4.068,0.5,0.7,6.3,1,30,23.7,"0",30
9157175,14,"AB",3.436,0.5,0.7,5.85,1,30,24.15,"1",35
9157175,15,"AB",2.83,0.5,0.7,1.8,0,30,28.2,"1",80
9157175,16,"AB",3.881,0.5,0.7,2.7,0,30,27.3,"0",70
9157175,17,"AB",2.45599999999997,0.5,0.7,0,0,30,30,"0",100
9157175,18,"AB",2.25,0.5,0.7,6.75,1,30,23.25,"0",25
9157175,19,"AB",3.70699999999997,0.5,0.7,7.65,1,30,22.35,"0",15
9157175,20,"AB",3.06399999999997,0.5,0.7,4.5,1,30,25.5,"0",50
9157175,21,"ApBp",8.031,0.5,0.7,6.3,1,9,2.7,"0",30
9157175,22,"ApBp",6.981,0.5,0.7,4.95,1,9,4.05,"0",45
9157175,23,"ApBp",3.74900000000003,0.5,0.7,8.55,1,9,0.45,"0",5
9157175,24,"ApBp",8.647,0.5,0.7,1.8,1,9,7.2,"1",80
9157175,25,"ApBp",3.421,0.5,0.7,8.1,1,9,0.9,"1",10
9157175,26,"ApBp",3.753,0.5,0.7,5.85,1,9,3.15,"1",35
9157175,27,"ApBp",3.80399999999994,0.5,0.7,2.25,1,9,6.75,"1",75
9157175,28,"ApBp",1.63599999999994,0.5,0.7,4.05,1,9,4.95,"1",55
9157175,29,"ApBp",4.404,0.5,0.7,4.5,1,9,4.5,"0",50
9157175,30,"ApBp",6.716,0.5,0.7,2.7,1,9,6.3,"1",70
9157175,31,"ApBp",2.847,0.5,0.7,1.35,0,9,7.65,"1",85
9157175,32,"ApBp",1.814,0.5,0.7,0.450000000000001,0,9,8.55,"1",95
9157175,33,"ApBp",2.984,0.5,0.7,7.2,1,9,1.8,"0",20
9157175,34,"ApBp",3.762,0.5,0.7,0.9,0,9,8.1,"1",90
9157175,35,"ApBp",7.79699999999994,0.5,0.7,6.75,1,9,2.25,"1",25
9157175,36,"ApBp",3.59099999999994,0.5,0.7,5.4,1,9,3.6,"1",40
9157175,37,"ApBp",3.429,0.5,0.7,0,0,9,9,"1",100
9157175,38,"ApBp",1.882,0.5,0.7,3.15,1,9,5.85,"1",65
9157175,39,"ApBp",2.057,0.5,0.7,3.6,1,9,5.4,"1",60
9157175,40,"ApBp",1.639,0.5,0.7,7.65,1,9,1.35,"1",15
9157161,1,"AB",8.452,0.5,0.7,0,0,30,30,"0",100
9157161,2,"AB",4.769,0.5,0.7,9.45,0,30,20.55,"0",55
9157161,3,"AB",6.80999999999997,0.5,0.7,19.95,1,30,10.05,"1",5
9157161,4,"AB",4.345,0.5,0.7,12.6,0,30,17.4,"0",40
9157161,5,"AB",7.265,0.5,0.7,6.3,0,30,23.7,"0",70
9157161,6,"AB",9.157,0.5,0.7,8.4,0,30,21.6,"1",60
9157161,7,"AB",3.778,0.5,0.7,13.65,1,30,16.35,"1",35
9157161,8,"AB",4.541,0.5,0.7,15.75,1,30,14.25,"0",25
9157161,9,"AB",5.43,0.5,0.7,5.25,0,30,24.75,"1",75
9157161,10,"AB",7.491,0.5,0.7,14.7,1,30,15.3,"0",30
9157161,11,"AB",4.244,0.5,0.7,4.2,0,30,25.8,"1",80
9157161,12,"AB",3.997,0.5,0.7,17.85,1,30,12.15,"1",15
9157161,13,"AB",2.72899999999997,0.5,0.7,16.8,1,30,13.2,"0",20
9157161,14,"AB",2.656,0.5,0.7,1.05,0,30,28.95,"1",95
9157161,15,"AB",3.098,0.5,0.7,7.35,0,30,22.65,"1",65
9157161,16,"AB",4.88,0.5,0.7,10.5,0,30,19.5,"0",50
9157161,17,"AB",5.13,0.5,0.7,11.55,1,30,18.45,"0",45
9157161,18,"AB",5.104,0.5,0.7,2.1,0,30,27.9,"1",90
9157161,19,"AB",2.118,0.5,0.7,3.15,0,30,26.85,"1",85
9157161,20,"AB",1.091,0.5,0.7,18.9,1,30,11.1,"0",10
9157161,22,"ApBp",10.321,0.5,0.7,7.35,1,21,13.65,"1",65
9157161,23,"ApBp",5.791,0.5,0.7,6.3,0,21,14.7,"1",70
9157161,24,"ApBp",10.11,0.5,0.7,1.05,0,21,19.95,"0",95
9157161,25,"ApBp",9.327,0.5,0.7,17.85,1,21,3.15,"1",15
9157161,26,"ApBp",5.915,0.5,0.7,9.45,1,21,11.55,"0",55
9157161,27,"ApBp",8.4,0.5,0.7,11.55,1,21,9.45,"0",45
9157161,28,"ApBp",2.911,0.5,0.7,2.1,0,21,18.9,"1",90
9157161,29,"ApBp",4.089,0.5,0.7,15.75,1,21,5.25,"1",25
9157161,30,"ApBp",3.881,0.5,0.7,13.65,1,21,7.35,"0",35
9157161,31,"ApBp",10.137,0.5,0.7,8.4,1,21,12.6,"1",60
9157161,32,"ApBp",4.07400000000006,0.5,0.7,16.8,1,21,4.2,"1",20
9157161,33,"ApBp",2.764,0.5,0.7,4.2,0,21,16.8,"0",80
9157161,34,"ApBp",3.001,0.5,0.7,12.6,1,21,8.4,"0",40
9157161,35,"ApBp",1.989,0.5,0.7,5.25,0,21,15.75,"1",75
9157161,36,"ApBp",1.766,0.5,0.7,19.95,1,21,1.05,"1",5
9157161,37,"ApBp",2.269,0.5,0.7,3.15,0,21,17.85,"1",85
9157161,38,"ApBp",2.476,0.5,0.7,14.7,1,21,6.3,"1",30
9157161,39,"ApBp",1.824,0.5,0.7,0,0,21,21,"1",100
9157161,40,"ApBp",6.22,0.5,0.7,10.5,1,21,10.5,"1",50
9157156,1,"AB",9.58220000004768,0.5,0.7,-20.65,0,30,50.65,"1",85
9157156,2,"AB",5.19789999997616,0.5,0.7,-28,0,30,58,"0",100
9157156,3,"AB",8.09879999995232,0.5,0.7,18.55,1,30,11.45,"1",5
9157156,7,"AB",8.38580000007152,0.5,0.7,-8.4,0,30,38.4,"1",60
9157156,8,"AB",7.46430000007153,0.5,0.7,-5.95,0,30,35.95,"1",55
9157156,9,"AB",5.49579999995232,0.5,0.7,-15.75,0,30,45.75,"0",75
9157156,10,"AB",6.774,0.5,0.7,13.65,1,30,16.35,"1",15
9157156,11,"AB",7.77710000002384,0.5,0.7,11.2,1,30,18.8,"1",20
9157156,12,"AB",6.88440000009537,0.5,0.7,8.75,1,30,21.25,"0",25
9157156,13,"AB",8.43729999995232,0.5,0.7,-3.5,1,30,33.5,"1",50
9157156,14,"AB",10.9112999999523,0.5,0.7,3.85,1,30,26.15,"1",35
9157156,15,"AB",4.003,0.5,0.7,-13.3,0,30,43.3,"1",70
9157156,16,"AB",4.71769999992847,0.5,0.7,-23.1,0,30,53.1,"0",90
9157156,17,"AB",4.76460000002384,0.5,0.7,-25.55,0,30,55.55,"0",95
9157156,18,"AB",4.976,0.5,0.7,-18.2,0,30,48.2,"1",80
9157156,19,"AB",7.79860000002384,0.5,0.7,-1.05,1,30,31.05,"0",45
9157156,20,"AB",8.0525,0.5,0.7,6.3,1,30,23.7,"1",30
9157156,22,"ApBp",8.93370000004768,0.5,0.7,-23.1,0,21,44.1,"1",90
9157156,23,"ApBp",6.92139999997616,0.5,0.7,6.3,1,21,14.7,"1",30
9157156,24,"ApBp",8.56419999992847,0.5,0.7,13.65,1,21,7.35,"1",15
9157156,28,"ApBp",8.07260000002384,0.5,0.7,-28,0,21,49,"0",100
9157156,30,"ApBp",6.84080000007153,0.5,0.7,-18.2,0,21,39.2,"1",80
9157156,31,"ApBp",7.05940000009537,0.5,0.7,-8.4,0,21,29.4,"1",60
9157156,32,"ApBp",7.72839999997616,0.5,0.7,-1.05,1,21,22.05,"0",45
9157156,34,"ApBp",12.0281000000238,0.5,0.7,-10.85,0,21,31.85,"0",65
9157156,35,"ApBp",6.5395,0.5,0.7,11.2,1,21,9.8,"1",20
9157156,36,"ApBp",9.6845,0.5,0.7,-13.3,0,21,34.3,"0",70
9157156,39,"ApBp",7.17160000002384,0.5,0.7,18.55,1,21,2.45,"1",5
9157156,40,"ApBp",8.11010000002384,0.5,0.7,16.1,1,21,4.9,"1",10
9157153,1,"AB",5.711,0.5,0.7,15.75,1,30,14.25,"0",15
9157153,2,"AB",8.119,0.5,0.7,-7,0,30,37,"1",80
9157153,3,"AB",6.96199999999997,0.5,0.7,7,1,30,23,"1",40
9157153,4,"AB",7.882,0.5,0.7,-5.25,0,30,35.25,"0",75
9157153,5,"AB",6.22,0.5,0.7,14,1,30,16,"0",20
9157153,6,"AB",9.17000000000003,0.5,0.7,1.75,1,30,28.25,"1",55
9157153,7,"AB",5.821,0.5,0.7,5.25,1,30,24.75,"1",45
9157153,8,"AB",9.661,0.5,0.7,12.25,1,30,17.75,"0",25
9157153,9,"AB",5.02,0.5,0.7,-8.75,0,30,38.75,"1",85
9157153,10,"AB",3.92100000000003,0.5,0.7,10.5,1,30,19.5,"0",30
9157153,11,"AB",2.82300000000003,0.5,0.7,-10.5,0,30,40.5,"0",90
9157153,12,"AB",3.409,0.5,0.7,3.5,1,30,26.5,"1",50
9157153,13,"AB",1.537,0.5,0.7,-12.25,0,30,42.25,"0",95
9157153,14,"AB",2.23700000000003,0.5,0.7,8.75,1,30,21.25,"1",35
9157153,15,"AB",2.07699999999997,0.5,0.7,19.25,1,30,10.75,"0",5
9157153,16,"AB",4.634,0.5,0.7,0,0,30,30,"0",60
9157153,17,"AB",1.65899999999997,0.5,0.7,-3.5,0,30,33.5,"1",70
9157153,18,"AB",2.325,0.5,0.7,17.5,1,30,12.5,"1",10
9157153,19,"AB",2.153,0.5,0.7,-1.75,0,30,31.75,"0",65
9157153,20,"AB",2.01800000000003,0.5,0.7,-14,0,30,44,"0",100
9157153,21,"ApBp",6.279,0.5,0.7,3.5,1,21,17.5,"0",50
9157153,22,"ApBp",4.128,0.5,0.7,-14,0,21,35,"0",100
9157153,23,"ApBp",4.68600000000003,0.5,0.7,12.25,1,21,8.75,"1",25
9157153,24,"ApBp",4.571,0.5,0.7,-1.75,0,21,22.75,"0",65
9157153,25,"ApBp",1.68499999999994,0.5,0.7,7,1,21,14,"1",40
9157153,26,"ApBp",8.455,0.5,0.7,-10.5,0,21,31.5,"1",90
9157153,27,"ApBp",5.242,0.5,0.7,14,1,21,7,"1",20
9157153,28,"ApBp",5.165,0.5,0.7,8.75,1,21,12.25,"1",35
9157153,29,"ApBp",4.374,0.5,0.7,5.25,1,21,15.75,"0",45
9157153,31,"ApBp",2.918,0.5,0.7,-12.25,0,21,33.25,"0",95
9157153,32,"ApBp",5.058,0.5,0.7,-7,0,21,28,"1",80
9157153,33,"ApBp",2.55399999999994,0.5,0.7,10.5,1,21,10.5,"1",30
9157153,34,"ApBp",5.58,0.5,0.7,0,0,21,21,"1",60
9157153,35,"ApBp",2.574,0.5,0.7,17.5,1,21,3.5,"1",10
9157153,36,"ApBp",2.682,0.5,0.7,19.25,1,21,1.75,"0",5
9157153,37,"ApBp",3.352,0.5,0.7,15.75,1,21,5.25,"1",15
9157153,38,"ApBp",3.173,0.5,0.7,-8.75,0,21,29.75,"1",85
9157153,39,"ApBp",4.14,0.5,0.7,-3.5,0,21,24.5,"1",70
9157153,40,"ApBp",6.01100000000006,0.5,0.7,-5.25,0,21,26.25,"1",75
9156769,1,"AB",4.47240000000224,0.5,0.7,-14,1,30,44,"1",100
9156769,2,"AB",5.33739999999851,0.5,0.7,1.75,1,30,28.25,"1",55
9156769,3,"AB",3.08010000000149,0.5,0.7,-10.5,0,30,40.5,"0",90
9156769,4,"AB",4.55240000000224,0.5,0.7,-8.75,0,30,38.75,"1",85
9156769,5,"AB",4.36839999999851,0.5,0.7,17.5,1,30,12.5,"1",10
9156769,6,"AB",3.14639999999851,0.5,0.7,14,1,30,16,"0",20
9156769,7,"AB",4.42519999999926,0.5,0.7,7,1,30,23,"1",40
9156769,8,"AB",5.4115,0.5,0.7,15.75,1,30,14.25,"0",15
9156769,9,"AB",5.64780000000075,0.5,0.7,5.25,0,30,24.75,"0",45
9156769,10,"AB",2.52909999999777,0.5,0.7,10.5,1,30,19.5,"0",30
9156769,11,"AB",1.55729999999702,0.5,0.7,0,0,30,30,"0",60
9156769,12,"AB",6.33539999999851,0.5,0.7,8.75,1,30,21.25,"1",35
9156769,13,"AB",1.516,0.5,0.7,-7,0,30,37,"1",80
9156769,14,"AB",2.53459999999776,0.5,0.7,-12.25,0,30,42.25,"0",95
9156769,15,"AB",4.15459999999776,0.5,0.7,19.25,1,30,10.75,"0",5
9156769,16,"AB",1.40510000000149,0.5,0.7,-1.75,0,30,31.75,"0",65
9156769,17,"AB",1.29160000000149,0.5,0.7,-3.5,0,30,33.5,"1",70
9156769,18,"AB",1.8535,0.5,0.7,12.25,1,30,17.75,"0",25
9156769,19,"AB",1.326,0.5,0.7,3.5,0,30,26.5,"0",50
9156769,20,"AB",1.09959999999776,0.5,0.7,-5.25,0,30,35.25,"0",75
9156769,21,"ApBp",7.43969999999926,0.5,0.7,0,1,21,21,"0",60
9156769,22,"ApBp",5.35330000000075,0.5,0.7,-8.75,0,21,29.75,"1",85
9156769,23,"ApBp",4.05790000000224,0.5,0.7,-7,1,21,28,"0",80
9156769,24,"ApBp",6.49880000000075,0.5,0.7,12.25,1,21,8.75,"1",25
9156769,25,"ApBp",5.85680000000074,0.5,0.7,-1.75,1,21,22.75,"1",65
9156769,26,"ApBp",7.82420000000298,0.5,0.7,-3.5,1,21,24.5,"0",70
